,location,course_link,duration,entry_score,course_qualification,intakes
361,Australia,https://www.idp.com/global/Categories/Australian-Pacific-College/Certificate-IV-in-Accounting-and-Bookkeeping/p/PRG-AU-00312082,12 Month(s),,Certificate IV,"['feb', 'april', 'july', 'october']"
362,United Kingdom,https://www.idp.com/global/Categories/University-of-Sussex/BSc-Hons-Accounting-and-Finance/p/PRG-UK-00075681,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
363,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-with-a-professional-placement-year/p/PRG-UK-00075682,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
364,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/Master-of-Science-in-Accounting-and-Finance/p/PRG-UK-00096311,1 Year(s),6.0 IELTS,Masters Degree (Taught),['september']
365,United Kingdom,https://www.idp.com/global/Categories/University-of-Dundee/MSc-Accounting-Management-and-Strategy/p/PRG-UK-00109098,1 Year(s),6.0 IELTS,Masters Degree (Taught),"['january', 'september']"
366,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BA-Hons-Accounting-and-Finance-for-International-Business-top-up-Coventry-University-London/p/PRG-UK-00166182,1 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'april', 'may', 'september']"
367,United Kingdom,https://www.idp.com/global/Categories/Coventry-University/BSc-Accounting-and-Finance-for-International-Business-Top-Up/p/PRG-UK-00276614,1 Year(s),6.0 IELTS,Bachelor Degree,"['january', 'may', 'september']"
368,United Kingdom,https://www.idp.com/global/Categories/Edinburgh-Napier-University/MSc-Accounting/p/PRG-UK-00304984,1 Year(s),6.0 IELTS,Masters Degree (Taught),"['january', 'september']"
369,Australia,https://www.idp.com/global/Categories/Southern-Cross-University/Graduate-Diploma-in-Accounting/p/PRG-AU-00063390,1 Year(s),6.5 IELTS,Graduate Diploma,"['march', 'july']"
370,United Kingdom,https://www.idp.com/global/Categories/University-of-Manchester/BSc-Hons-Accounting/p/PRG-UK-00101592,3 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
371,United Kingdom,https://www.idp.com/global/Categories/University-of-Surrey/BSc-Hons-Accounting-and-Finance-with-professional-training/p/PRG-UK-00160138,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
372,Australia,https://www.idp.com/global/Categories/Western-Sydney-University---Sydney-City-Campus/Bachelor-of-Accounting-Accelerated/p/PRG-AU-00277343,2 Year(s),6.5 IELTS,Bachelor Degree,"['march', 'july', 'november']"
373,United Kingdom,https://www.idp.com/global/Categories/University-of-Essex/Master-of-Science-in-Accounting/p/PRG-UK-00070439,1 Year(s),6.5 IELTS,Masters Degree (Taught),['october']
374,United Kingdom,https://www.idp.com/global/Categories/Kingston-University-London/Master-of-Science-in-Accounting-and-Finance/p/PRG-UK-00080721,1 Year(s),6.5 IELTS,Masters Degree (Taught),"['january', 'september']"
375,United Kingdom,https://www.idp.com/global/Categories/University-of-Essex/Bachelor-of-Science-in-Accounting-and-Finance-Honors/p/PRG-UK-00109509,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
376,Australia,https://www.idp.com/global/Categories/Southern-Cross-University/Graduate-Diploma-in-Accounting/p/PRG-AU-00063390,1 Year(s),6.5 IELTS,Graduate Diploma,"['march', 'july']"
377,Australia,https://www.idp.com/global/Categories/The-Australian-National-University/Graduate-Certificate-in-Accounting/p/PRG-AU-00063395,,6.5 IELTS,Graduate Certificate,"['feb', 'july']"
378,Australia,https://www.idp.com/global/Categories/Melbourne-Institute-of-Technology-%28MIT%29/Bachelor-of-Business-Accounting-Sydney/p/PRG-AU-00079148,3 Year(s),6.0 IELTS,Bachelor Degree,"['march', 'july', 'november']"
379,Australia,https://www.idp.com/global/Categories/Southern-Cross-University/Master-of-Professional-Accounting-Gold-Coast/p/PRG-AU-00111246,2 Year(s),6.5 IELTS,Masters Degree (Coursework),"['march', 'july', 'november']"
380,Australia,https://www.idp.com/global/Categories/The-Australian-National-University/Bachelor-of-Accounting-Bachelor-of-Finance-Flexible-Double-Degree-Arts-Social-Sciences-Business-Science/p/PRG-AU-00120349,4 Year(s),6.5 IELTS,Dual Degree,"['feb', 'july']"
381,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BSc-Hons-Accounting-and-Finance-with-foundation-year-and-professional-training/p/PRG-UK-00305099,5 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
382,Australia,https://www.idp.com/global/Categories/CQUniversity-Australia/Graduate-Diploma-of-Professional-Accounting-CC35/p/PRG-AU-00371900,1 Year(s),6.0 IELTS,Graduate Diploma,"['march', 'july', 'november']"
383,Australia,https://www.idp.com/global/Categories/All-Accounting/Accounting/Master-of-Professional-Accounting-Professional-Practice-CDU-Sydney/p/PRG-AU-00219340,2 Year(s),6.5 IELTS,Masters Degree (Coursework),"['march', 'july']"
384,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/MA-Hons-Accountancy-and-Finance/p/PRG-UK-00077018,4 Year(s),6.0 IELTS,Undergraduate Masters,['september']
385,United Kingdom,https://www.idp.com/global/Categories/University-of-Portsmouth/MSc-Forensic-Accounting/p/PRG-UK-00078494,1 Year(s),6.5 IELTS,Masters Degree (Taught),"['feb', 'october']"
386,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/Accounting-BSc-Honours/p/PRG-UK-00085213,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
387,Australia,https://www.idp.com/global/Categories/Canberra-Institute-of-Technology/Advanced-Diploma-of-Accounting/p/PRG-AU-00301147,,,Advanced Diploma,"['feb', 'july']"
388,Australia,https://www.idp.com/global/Categories/All-Accounting/Accounting/CIT-PACKAGE-Certificate-III-in-Accounts-Administration-Certificate-IV-in-Accounting-and-Bookkeeping-Diploma-of-Accounting-and-Advanced-Diploma-of-Accounting/p/PRG-AU-00330286,2 Year(s),,Advanced Diploma,"['feb', 'july']"
389,Australia,https://www.idp.com/global/Categories/Curtin-University/Master-of-Commerce-Professional-Accounting-CPA-Australia-Extension-Stream/p/PRG-AU-00157781,2 Year(s),,Masters Degree (Coursework),"['feb', 'july']"
390,United Kingdom,https://www.idp.com/global/Categories/University-of-Sussex/International-Year-One-Finance-and-Accounting/p/PRG-UK-00270359,1 Year(s),,Foundation for Undergraduate,"['january', 'september']"
391,United Kingdom,https://www.idp.com/global/Categories/Coventry-University/BSc-Accounting-and-Finance-for-International-Business-Top-Up/p/PRG-UK-00374947,2 Year(s),6.0 IELTS,Bachelor Degree,"['may', 'september']"
392,Australia,https://www.idp.com/global/Categories/Deakin-University/Graduate-Diploma-of-Professional-Accounting/p/PRG-AU-00062329,1 Year(s),6.5 IELTS,Graduate Diploma,"['march', 'july', 'november']"
393,Australia,https://www.idp.com/global/Categories/CQUniversity-Australia/Bachelor-of-Accounting-Bachelor-of-Business/p/PRG-AU-00063421,4 Year(s),6.0 IELTS,Dual Degree,"['march', 'july', 'november']"
394,Australia,https://www.idp.com/global/Categories/All-Accounting/Accounting/Doctor-of-Philosophy-Accountancy/p/PRG-AU-00110305,4 Year(s),6.5 IELTS,Ph.D.,"['january', 'feb', 'march', 'april', 'may', 'june', 'july', 'august', 'september', 'october', 'november', 'december']"
395,United Kingdom,https://www.idp.com/global/Categories/University-of-Manchester/BSc-Hons-Management-Accounting-and-Finance-with-IndustrialProfessional-Experience/p/PRG-UK-00167883,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
396,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/Bachelor-of-Science-in-Accounting-and-Finance-Honors-Including-Placement-Year/p/PRG-UK-00200229,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
397,United Kingdom,https://www.idp.com/global/Categories/University-of-Manchester/MSc-Accounting/p/PRG-UK-00235524,1 Year(s),7.0 IELTS,Masters Degree (Taught),['september']
398,United Kingdom,https://www.idp.com/global/Categories/Kingston-University-London/BSc-Hons-Accounting-and-Finance-with-Business-Experience-Including-Foundation-Year/p/PRG-UK-00275151,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
399,United Kingdom,https://www.idp.com/global/Categories/Kingston-University-London/Bachelor-of-Science-in-Accounting-and-Finance-Honors-with-Business-Experience/p/PRG-UK-00080678,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
400,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/MSc-in-Accounting-and-Finance/p/PRG-UK-00093304,1 Year(s),6.5 IELTS,Masters Degree (Taught),['september']
401,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/BA-Hons-in-Accounting-and-Financial-Information-Systems/p/PRG-UK-00093427,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
402,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/PhD-Accountancy-and-Finance/p/PRG-UK-00341012,3 Year(s),6.5 IELTS,Ph.D.,['december']
403,United Kingdom,https://www.idp.com/global/Categories/University-of-Greenwich/BA-Hons-in-Business-with-Accounting-Year-3-Direct-Entry/p/PRG-UK-00347372,1 Year(s),6.0 IELTS,Bachelor Degree with Honours,"['january', 'september']"
404,Australia,https://www.idp.com/global/Categories/Chisholm-Institute-of-TAFE/Diploma-of-Accounting/p/PRG-AU-00314469,,,Diploma,"['feb', 'july']"
405,Australia,https://www.idp.com/global/Categories/Murdoch-University/Bachelor-of-Commerce-in-Professional-Accounting/p/PRG-AU-00369007,2 Year(s),,Bachelor Degree,"['feb', 'july']"
406,United Kingdom,https://www.idp.com/global/Categories/University-of-Portsmouth/MSc-Accounting-and-Finance/p/PRG-UK-00203227,1 Year(s),6.5 IELTS,Masters Degree (Taught),['october']
407,United Kingdom,https://www.idp.com/global/Categories/Cardiff-University/BSc-Hons-Accounting-and-Finance-with-a-Professional-Placement-Year/p/PRG-UK-00238184,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['october']
408,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/Finance-Accounting-and-Management-MSc/p/PRG-UK-00337081,15 Month(s),6.0 IELTS,Masters Degree (Taught),"['january', 'september']"
409,United Kingdom,https://www.idp.com/global/Categories/All-Accounting/Accounting/MSc-Forensic-Audit-and-Accounting-February-Start/p/PRG-UK-00339428,1 Year(s),6.0 IELTS,Masters Degree (Taught),['feb']
