,area of study,course_name,university_name,course_fee,course_link
149,environmental-science,MSc - Ecological Economics,University of Edinburgh,"GBP 29,150",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MSc-Ecological-Economics/p/PRG-UK-00083972
150,environmental-science,Associate of Arts in Environmental Studies,Douglas College,"CAD 36,000",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/Associate-of-Arts-in-Environmental-Studies/p/PRG-CA-00199223
151,environmental-science,Master of Environmental Economics and Management (MEEM),Thompson Rivers University,"CAD 33,630",https://www.idp.com/global/Categories/Thompson-Rivers-University/Master-of-Environmental-Economics-and-Management-MEEM/p/PRG-CA-00256146
152,environmental-science,MSc in Sustainability and Environmental Studies,University of Strathclyde,"GBP 20,900",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MSc-in-Sustainability-and-Environmental-Studies/p/PRG-UK-00066851
153,environmental-science,Sustainable Development MSc,University of Surrey,"GBP 21,000",https://www.idp.com/global/Categories/University-of-Surrey/Sustainable-Development-MSc/p/PRG-UK-00067378
154,environmental-science,Bachelor of Environmental Studies,University of Prince Edward Island,"CAD 55,440",https://www.idp.com/global/Categories/University-of-Prince-Edward-Island/Bachelor-of-Environmental-Studies/p/PRG-CA-00172127
155,environmental-science,Master of Philosophy in Environmental Biology,University of Essex,"GBP 53,700",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/Master-of-Philosophy-in-Environmental-Biology/p/PRG-UK-00341795
156,environmental-science,MSc Climate Change Science and Management,Loughborough University,"GBP 19,950",https://www.idp.com/global/Categories/Loughborough-University/MSc-Climate-Change-Science-and-Management/p/PRG-UK-00372446
157,environmental-science,MA Climate Change Politics and Policy,Loughborough University,"GBP 19,950",https://www.idp.com/global/Categories/Loughborough-University/MA-Climate-Change-Politics-and-Policy/p/PRG-UK-00372445
158,environmental-science,BSc (Hons) Ecology and Conservation with a Year in Industry,"Royal Holloway, University of London","GBP 90,400",https://www.idp.com/global/Categories/Royal-Holloway%2C-University-of-London/BSc-Hons-Ecology-and-Conservation-with-a-Year-in-Industry/p/PRG-UK-00374951
159,environmental-science,"MSc in Environmental Change, Management and Monitoring",University of Hull,"GBP 17,200",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MSc-in-Environmental-Change-Management-and-Monitoring/p/PRG-UK-00209811
160,environmental-science,Sustainable Development MSc,University of Bradford,"GBP 17,682",https://www.idp.com/global/Categories/University-of-Bradford/Sustainable-Development-MSc/p/PRG-UK-00244716
161,environmental-science,"MSc Safety, Health and Environmental Management (February Start)",University of South Wales,"GBP 14,500",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MSc-Safety-Health-and-Environmental-Management-February-Start/p/PRG-UK-00278313
162,environmental-science,PhD Geography - Human Geography (Environment and Sustainability),University of Exeter,"GBP 52,500",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/PhD-Geography-Human-Geography-Environment-and-Sustainability/p/PRG-UK-00312544
163,environmental-science,MPhil Engineering - Water and Environment,University of Exeter,"GBP 35,900",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MPhil-Engineering-Water-and-Environment/p/PRG-UK-00312691
164,environmental-science,MSc by Research Engineering - Water and Environment,University of Exeter,"GBP 35,900",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MSc-by-Research-Engineering-Water-and-Environment/p/PRG-UK-00312692
165,environmental-science,MSc Marine Vertebrate Ecology and Conservation,University of Exeter,"GBP 23,400",https://www.idp.com/global/Categories/University-of-Exeter/MSc-Marine-Vertebrate-Ecology-and-Conservation/p/PRG-UK-00338063
166,environmental-science,PhD Molecular Evolution,University of Nottingham,"GBP 79,500",https://www.idp.com/global/Categories/University-of-Nottingham/PhD-Molecular-Evolution/p/PRG-UK-00374409
167,environmental-science,"Earth Futures: Environments, Communities, Relationships MSc",University of Glasgow,"GBP 23,000",https://www.idp.com/global/Categories/University-of-Glasgow/Earth-Futures-Environments-Communities-Relationships-MSc/p/PRG-UK-00374502
168,environmental-science,International Masters Preparation Program,Charles Darwin University,"AUD 4,500",https://www.idp.com/global/Categories/Charles-Darwin-University/International-Masters-Preparation-Program/p/PRG-AU-00370689
169,environmental-science,Sustainable Energy MSc,University of Glasgow,"GBP 23,500",https://www.idp.com/global/Categories/University-of-Glasgow/Sustainable-Energy-MSc/p/PRG-UK-00066594
170,environmental-science,MSc Conservation and Biodiversity,University of Exeter,"GBP 23,400",https://www.idp.com/global/Categories/University-of-Exeter/MSc-Conservation-and-Biodiversity/p/PRG-UK-00067568
171,environmental-science,MSc Wildlife and Conservation Management,University of South Wales,"GBP 14,500",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MSc-Wildlife-and-Conservation-Management/p/PRG-UK-00072433
172,environmental-science,MSc Environmental Sustainability and Green Technology,Keele University,"GBP 16,500",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MSc-Environmental-Sustainability-and-Green-Technology/p/PRG-UK-00078284
173,environmental-science,PhD/MPhil in Soil and Environmental Science,Bangor University,"GBP 54,000",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/PhDMPhil-in-Soil-and-Environmental-Science/p/PRG-UK-00082889
174,environmental-science,Environmental Diagnosis and Management MSc,"Royal Holloway, University of London","GBP 19,500",https://www.idp.com/global/Categories/Royal-Holloway%2C-University-of-London/Environmental-Diagnosis-and-Management-MSc/p/PRG-UK-00070178
175,environmental-science,MSc Environmental Monitoring and Assessment,University of Southampton,"GBP 24,400",https://www.idp.com/global/Categories/University-of-Southampton/MSc-Environmental-Monitoring-and-Assessment/p/PRG-UK-00083356
176,environmental-science,MSc Sustainability Science,University of York,"GBP 18,700",https://www.idp.com/global/Categories/University-of-York/MSc-Sustainability-Science/p/PRG-UK-00370711
177,environmental-science,MSc Environmental Economics and Environmental Management,University of York,"GBP 18,700",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/MSc-Environmental-Economics-and-Environmental-Management/p/PRG-UK-00079274
178,environmental-science,Planning and Environment Research MA,Newcastle University,"GBP 18,600",https://www.idp.com/global/Categories/Environmental-Science/Environmental-Studies/Planning-and-Environment-Research-MA/p/PRG-UK-00069628
179,environmental-science,Environmental Management MSc with Professional Development,Brunel University,"GBP 26,812",https://www.idp.com/global/Categories/Brunel-University/Environmental-Management-MSc-with-Professional-Development/p/PRG-UK-00278722
180,environmental-science,Flood and Coastal Engineering MSc,Brunel University,"GBP 19,855",https://www.idp.com/global/Categories/Brunel-University/Flood-and-Coastal-Engineering-MSc/p/PRG-UK-00278725
