,location,course_link,duration,entry_score,course_qualification,intakes
1653,United States,https://www.idp.com/global/Categories/University-of-Tennessee/Bachelor-of-Fine-Arts-in-Studio-Art-Four-Dimensional-Arts/p/PRG-US-00003298,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'may']"
1654,United States,https://www.idp.com/global/Categories/Kansas-State-University/Bachelor-of-Arts-in-Art/p/PRG-US-00003586,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'august']"
1655,United States,https://www.idp.com/global/Categories/Art-and-Design/Crafts-and-textiles/Doctor-of-Philosophy-in-Human-Ecology-Apparel-and-Textiles/p/PRG-US-00003623,6 Semester(s),6.5 IELTS,Ph.D.,"['january', 'may', 'august']"
1656,United States,https://www.idp.com/global/Categories/Kansas-State-University/Master-of-Fine-Arts/p/PRG-US-00003663,6 Semester(s),6.5 IELTS,Professional Masters Degree,['august']
1657,United States,https://www.idp.com/global/Categories/Virginia-Tech/Bachelor-of-Fine-Arts-in-Graphic-Design/p/PRG-US-00004023,8 Semester(s),6.5 IELTS,Bachelor Degree,['august']
1658,United States,https://www.idp.com/global/Categories/Art-and-Design/Fine-Art/Bachelor-of-Fine-Arts-in-Studio-Art/p/PRG-US-00004024,8 Semester(s),6.5 IELTS,Bachelor Degree,['august']
1659,United States,https://www.idp.com/global/Categories/East-Tennessee-State-University/Bachelor-of-Fine-Arts-in-Arts-Studio-Art/p/PRG-US-00004344,8 Semester(s),5.5 IELTS,Bachelor Degree,"['january', 'may', 'august']"
1660,United States,https://www.idp.com/global/Categories/University-of-Nebraska---Lincoln/Doctor-of-Philosophy-in-Human-Sciences-Textiles-Merchandising-and-Fashion-Design/p/PRG-US-00004667,10 Semester(s),6.5 IELTS,Ph.D.,"['january', 'august']"
1661,United States,https://www.idp.com/global/Categories/Art-and-Design/Arts-Management/Bachelor-of-Arts-in-Art-History/p/PRG-US-00004831,8 Semester(s),,Bachelor Degree,"['january', 'august']"
1662,United States,https://www.idp.com/global/Categories/University-of-Wisconsin---Madison/Bachelor-of-Fine-Arts-in-Art/p/PRG-US-00005369,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'june', 'september']"
1663,United States,https://www.idp.com/global/Categories/Art-and-Design/Arts-Management/Bachelor-of-Science-in-Art/p/PRG-US-00005370,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'june', 'september']"
1664,United States,https://www.idp.com/global/Categories/Mississippi-State-University/Bachelor-of-Fine-Arts-in-Art/p/PRG-US-00006166,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'may', 'august']"
1665,United States,https://www.idp.com/global/Categories/South-Dakota-State-University/Bachelor-of-Fine-Arts-in-Graphic-Design/p/PRG-US-00006239,8 Semester(s),5.5 IELTS,Bachelor Degree,"['january', 'august']"
1666,United States,https://www.idp.com/global/Categories/Art-and-Design/Fine-Art/Bachelor-of-Science-in-Fine-Arts/p/PRG-US-00006340,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'may', 'august']"
1667,United States,https://www.idp.com/global/Categories/Tennessee-State-University/Bachelor-of-Science-in-Art/p/PRG-US-00006468,8 Semester(s),5.0 IELTS,Bachelor Degree,"['january', 'august']"
1668,United States,https://www.idp.com/global/Categories/Art-and-Design/Fine-Art/Master-of-Fine-Arts-in-Art/p/PRG-US-00006719,6 Semester(s),6.0 IELTS,Masters Degree,"['january', 'august']"
1669,United States,https://www.idp.com/global/Categories/California-State-University---Long-Beach/Bachelor-of-Arts-in-Design/p/PRG-US-00186516,8 Semester(s),5.5 IELTS,Bachelor Degree,"['january', 'august']"
1670,United States,https://www.idp.com/global/Categories/University-of-Wisconsin---Milwaukee/Bachelor-of-Arts-in-Community-Arts/p/PRG-US-00186768,8 Semester(s),5.0 IELTS,Bachelor Degree,"['january', 'september']"
1671,United States,https://www.idp.com/global/Categories/Art-and-Design/Design-and-Applied-Arts/Bachelor-of-Fine-Arts-in-Art-Graphic-Design/p/PRG-US-00186885,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'august']"
1672,United States,https://www.idp.com/global/Categories/California-State-University---Fullerton/Master-of-Arts-in-Art-Crafts-JewelryMetalsmithing-and-Woodworking/p/PRG-US-00187257,3 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1673,United States,https://www.idp.com/global/Categories/Art-and-Design/Design-and-Applied-Arts/Master-of-Arts-in-Art-Exhibition-Design/p/PRG-US-00187276,3 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1674,United States,https://www.idp.com/global/Categories/Art-and-Design/Design-and-Applied-Arts/Master-of-Fine-Arts-in-Art-Exhibition-Design/p/PRG-US-00187278,6 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1675,United States,https://www.idp.com/global/Categories/California-State-University---Fullerton/Master-of-Fine-Arts-in-Art-Illustration/p/PRG-US-00187290,6 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1676,United States,https://www.idp.com/global/Categories/California-State-University---Fullerton/Master-of-Arts-in-Art-Sculpture/p/PRG-US-00187292,3 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1677,United States,https://www.idp.com/global/Categories/California-State-University---Northridge/Master-of-Fine-Arts-in-Screenwriting/p/PRG-US-00187373,4 Semester(s),6.0 IELTS,Masters Degree,['august']
1678,United States,https://www.idp.com/global/Categories/Art-and-Design/Design-and-Applied-Arts/Bachelor-of-Science-in-Interior-Design/p/PRG-US-00187469,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'august']"
1679,United States,https://www.idp.com/global/Categories/University-of-North-Texas/Master-of-Fine-Arts-in-Design-Design-Research/p/PRG-US-00187619,6 Semester(s),6.0 IELTS,Masters Degree,"['january', 'august']"
1680,United States,https://www.idp.com/global/Categories/University-of-North-Texas/Master-of-Fine-Arts-in-Design-Fashion-Design/p/PRG-US-00187627,6 Semester(s),6.0 IELTS,Masters Degree,"['january', 'august']"
1681,United States,https://www.idp.com/global/Categories/University-of-Connecticut/Bachelor-of-Fine-Arts-in-Studio-Art-IllustrationAnimation/p/PRG-US-00188498,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
1682,United States,https://www.idp.com/global/Categories/Art-and-Design/Design-and-Applied-Arts/Bachelor-of-Fine-Arts-in-Studio-Art-Printmaking/p/PRG-US-00188501,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
1683,United States,https://www.idp.com/global/Categories/University-of-Connecticut/Master-of-Arts-in-Digital-Media-and-Design/p/PRG-US-00188779,2 Semester(s),6.5 IELTS,Masters Degree,['august']
1684,United States,https://www.idp.com/global/Categories/East-Tennessee-State-University/Bachelor-of-Fine-Arts-in-Graphic-Design/p/PRG-US-00189185,8 Semester(s),5.5 IELTS,Bachelor Degree,"['january', 'may', 'august']"
1685,United States,https://www.idp.com/global/Categories/Southern-Illinois-University---Carbondale/Bachelor-of-Fine-Arts-in-Drawing/p/PRG-US-00189203,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'june', 'august']"
1686,United States,https://www.idp.com/global/Categories/Southern-Illinois-University---Carbondale/Bachelor-of-Fine-Arts-in-Printmaking/p/PRG-US-00189209,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'june', 'august']"
1687,United States,https://www.idp.com/global/Categories/Stanford-University/Coterminal-Bachelors-and-Masters-in-Art-History/p/PRG-US-00189348,8 Semester(s),6.0 IELTS,Combined Baccalaureate and Master's Prog,['september']
1688,United States,https://www.idp.com/global/Categories/Art-and-Design/Design-and-Applied-Arts/Master-of-Arts-in-Emerging-Media-Design-and-Development/p/PRG-US-00189428,4 Semester(s),6.5 IELTS,Masters Degree,['august']
1689,United States,https://www.idp.com/global/Categories/West-Virginia-University/Bachelor-of-Fine-Arts-in-Graphic-Design/p/PRG-US-00189617,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'may', 'august']"
1690,United States,https://www.idp.com/global/Categories/West-Virginia-University/Masters-of-Fine-Arts-in-Studio-Arts/p/PRG-US-00191152,6 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1691,United States,https://www.idp.com/global/Categories/Art-and-Design/Design-and-Applied-Arts/Master-of-Fine-Arts-in-Technical-Direction/p/PRG-US-00191264,6 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1692,United States,https://www.idp.com/global/Categories/West-Virginia-University/Master-of-Fine-Arts-in-Ceramics/p/PRG-US-00191346,6 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1693,United States,https://www.idp.com/global/Categories/West-Virginia-University/Master-of-Fine-Arts-in-Graphic-Design/p/PRG-US-00191490,6 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1694,United States,https://www.idp.com/global/Categories/West-Virginia-University/Master-of-Fine-Arts-in-Sculpture/p/PRG-US-00191680,6 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
1695,United States,https://www.idp.com/global/Categories/University-of-Massachusetts---Dartmouth/Bachelor-of-Fine-Arts-in-Ceramics/p/PRG-US-00191834,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
1696,United States,https://www.idp.com/global/Categories/University-of-Massachusetts---Dartmouth/Master-of-Fine-Arts-in-Fibers/p/PRG-US-00191926,4 Semester(s),6.0 IELTS,Masters Degree,"['january', 'september']"
1697,United States,https://www.idp.com/global/Categories/Art-and-Design/Fine-Art/Master-of-Fine-Arts-in-JewelryMetals/p/PRG-US-00191928,4 Semester(s),6.0 IELTS,Masters Degree,"['january', 'september']"
1698,United States,https://www.idp.com/global/Categories/University-of-Massachusetts---Dartmouth/Master-of-Fine-Arts-in-Drawing/p/PRG-US-00191931,4 Semester(s),6.0 IELTS,Masters Degree,"['january', 'september']"
