,location,course_link,duration,entry_score,course_qualification,intakes
1287,United States,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/Certificates-of-Achievement-Advanced-Accounting-Diablo-Valley-College/p/PRG-US-00355202,2 Semester(s),5.5 IELTS,Advanced Certificate,"['january', 'august']"
1288,United States,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/Certificates-of-Achievement-Wealth-management-Diablo-Valley-College/p/PRG-US-00355236,2 Semester(s),5.5 IELTS,Advanced Certificate,"['january', 'august']"
1289,United States,https://www.idp.com/global/Categories/St-Edward%27s-University/Bachelor-of-Business-Administration-in-Accounting-and-Bachelor-of-Arts-in-Computer-Information-Technology/p/PRG-US-00355747,10 Semester(s),5.0 IELTS,Double Major Degree,"['january', 'august']"
1290,Canada,https://www.idp.com/global/Categories/Ryerson-University/Professional-Masters-Diploma-in-Accounting/p/PRG-CA-00356702,4 Month(s),7.5 IELTS,Graduate Diploma,"['january', 'may']"
1291,United Kingdom,https://www.idp.com/global/Categories/University-of-Essex/Bachelor-of-Science-in-Banking-and-Finance-Honors-Including-Year-Abroad/p/PRG-UK-00086289,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
1292,United Kingdom,https://www.idp.com/global/Categories/University-of-Essex/Bachelor-of-Science-in-Finance-Honors-Including-Year-Abroad/p/PRG-UK-00086328,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
1293,United Kingdom,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/Bachelor-of-Science-in-Finance-Honors/p/PRG-UK-00086329,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['october']
1294,United Kingdom,https://www.idp.com/global/Categories/University-of-Greenwich/BA-Hons-in-Business-with-Finance/p/PRG-UK-00093360,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,"['january', 'september']"
1295,United Kingdom,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/BSc-Hons-DPSDIntS-Finance-and-Management-with-placement-year/p/PRG-UK-00096088,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['october']
1296,United Kingdom,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/BA-Hons-Finance-and-Mathematics/p/PRG-UK-00161007,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,"['january', 'september']"
1297,United Kingdom,https://www.idp.com/global/Categories/University-of-Reading/PhD-in-Finance/p/PRG-UK-00153232,3 Year(s),6.5 IELTS,Ph.D.,['september']
1298,United States,https://www.idp.com/global/Categories/University-of-Dayton---Shorelight/Bachelor-of-Science-in-Business-Administration-Accounting/p/PRG-US-00286115,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'august']"
1299,Canada,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/Graduate-Diploma-in-Accounting/p/PRG-CA-00286870,4 Month(s),6.5 IELTS,Graduate Diploma,['september']
1300,United States,https://www.idp.com/global/Categories/Manhattan-College---Wellspring/Bachelor-of-Science-in-Accounting/p/PRG-US-00287504,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
1301,United States,https://www.idp.com/global/Categories/Manhattan-College---Wellspring/Bachelor-of-Science-in-Finance/p/PRG-US-00287515,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
1302,United States,https://www.idp.com/global/Categories/University-of-Houston---Clear-Lake/Bachelor-of-Science-in-Finance/p/PRG-US-00287793,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'august']"
1303,United States,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/Bachelor-of-Science-in-Business-Administration-Finance/p/PRG-US-00288883,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
1304,United States,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/Bachelor-of-Science-in-Accounting/p/PRG-US-00288907,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
1305,Canada,https://www.idp.com/global/Categories/Bishop%27s-University/Bachelor-of-Business-Administration-Finance/p/PRG-CA-00290444,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
1306,Canada,https://www.idp.com/global/Categories/Bishop%27s-University/Bachelor-of-Business-Administration-Accounting/p/PRG-CA-00290451,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
1307,Canada,https://www.idp.com/global/Categories/Queen%27s-University/Doctor-of-Philosophy-in-Management-Finance/p/PRG-CA-00290836,4 Year(s),7.5 IELTS,Ph.D.,['september']
1308,United States,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/Bachelor-of-Science-in-Business-Administration-Accounting/p/PRG-US-00293287,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
1309,United States,https://www.idp.com/global/Categories/Finance/Banking-and-Finance/Bachelor-of-Science-in-Business-Administration-Finance/p/PRG-US-00293440,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
1310,New Zealand,https://www.idp.com/global/Categories/University-of-Canterbury/Graduate-Diploma-in-Science-in-Finance/p/PRG-NZ-00300936,1 Year(s),,(Graduate) Diploma level 7,"['feb', 'july']"
1311,Ireland,https://www.idp.com/global/Categories/University-College-Dublin/BAFS-Hons-NFQ-Level-8-Actuarial-and-Financial-Studies/p/PRG-IE-00303249,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,['september']
1312,Ireland,https://www.idp.com/global/Categories/University-College-Dublin/GradDip-Actuarial-Science/p/PRG-IE-00303314,1 Year(s),6.5 IELTS,Postgraduate Diploma,['september']
