,location,course_link,duration,entry_score,course_qualification,intakes
2277,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/Animation/MPhil-Animation-and-Visual-Effects/p/PRG-UK-00339284,2 Year(s),6.5 IELTS,Masters Degree (Research),"['january', 'april', 'may', 'september']"
2278,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/Photography/MPhil-Communication-Design-and-Photography/p/PRG-UK-00339297,2 Year(s),6.5 IELTS,Masters Degree (Research),"['january', 'april', 'may', 'september']"
2279,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/MPhil-Media-Culture-and-Communication/p/PRG-UK-00339310,2 Year(s),6.5 IELTS,Masters Degree (Research),"['january', 'april', 'may', 'september']"
2280,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/Photography/MPhilPhD-Communication-Design-and-Photography/p/PRG-UK-00339336,3 Year(s),6.5 IELTS,Ph.D.,"['january', 'april', 'may', 'september']"
2281,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/MPhilPhD-Media/p/PRG-UK-00339360,3 Year(s),6.5 IELTS,Ph.D.,"['january', 'april', 'may', 'november']"
2282,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/PhD-Media-Culture-and-Communication/p/PRG-UK-00339865,3 Year(s),6.5 IELTS,Ph.D.,"['january', 'april', 'may', 'september']"
2283,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/MA-by-Research-Media-Culture-and-Communication/p/PRG-UK-00339945,1 Year(s),6.5 IELTS,Masters Degree (Research),"['january', 'april', 'may', 'september']"
2284,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/Animation/BA-Hons-Animation-with-Foundation-Year/p/PRG-UK-00340353,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2285,United Kingdom,https://www.idp.com/global/Categories/Middlesex-University/BA-Hons-Photography-with-Foundation-Year/p/PRG-UK-00340369,4 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
2286,United Kingdom,https://www.idp.com/global/Categories/Marketing%2C-Media-and-Communication/BA-Hons-Media-Production/p/PRG-UK-00340844,3 Year(s),6.0 IELTS,Bachelor Degree with Honours,['september']
