,location,course_link,duration,entry_score,course_qualification,intakes
6500,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Bachelor-of-Arts-in-Mathematics-Education/p/PRG-US-00339108,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'may', 'august']"
6501,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Teaching/Bachelor-of-Arts-in-Special-Education/p/PRG-US-00339143,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'may', 'august']"
6502,United States,https://www.idp.com/global/Categories/University-of-Hartford---StudyGroup-USA/International-Pathway-Program-Standard/p/PRG-US-00339277,2 Semester(s),,Foundation for Undergraduate,"['january', 'may', 'august']"
6503,Australia,https://www.idp.com/global/Categories/St-Augustine%27s-College/Junior-Secondary-Years-9-to-10/p/PRG-AU-00339364,2 Year(s),,Secondary School,"['january', 'april', 'july', 'october']"
6504,United States,https://www.idp.com/global/Categories/Teaching-and-Education/International-Pathway-Program-Extended-Plus/p/PRG-US-00339282,4 Semester(s),,Foundation for Undergraduate,"['january', 'may', 'august']"
6505,Australia,https://www.idp.com/global/Categories/St-Augustine%27s-College/Senior-Secondary-Years-11-and-12/p/PRG-AU-00339410,2 Year(s),,Secondary School,"['january', 'april', 'july', 'october']"
6506,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Bachelor-of-Education-in-University-Interdisciplinary-Studies/p/PRG-US-00339381,8 Semester(s),6.5 IELTS,Bachelor Degree,"['august', 'september']"
6507,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Master-of-Arts-in-Applied-Professional-Studies/p/PRG-US-00339469,4 Semester(s),6.0 IELTS,Masters Degree,"['january', 'march', 'june', 'september']"
6508,United States,https://www.idp.com/global/Categories/DePaul-University---StudyGroup-USA/Bachelor-of-Science-in-Elementary-Education/p/PRG-US-00339526,8 Semester(s),6.5 IELTS,Bachelor Degree,['september']
6509,United States,https://www.idp.com/global/Categories/Teaching-and-Education/Curriculum-and-Education-Studies/Bachelor-of-Science-in-Early-Childhood-Education/p/PRG-US-00339523,8 Semester(s),6.5 IELTS,Bachelor Degree,['september']
6510,Australia,https://www.idp.com/global/Categories/Department-of-Education-and-Child-Development-%28Govt-SA%29/Primary-School-Study-Abroad-Program-Reception-to-Year-7/p/PRG-AU-00177994,6 Month(s),,Primary School,"['january', 'april', 'july', 'october']"
6511,Australia,https://www.idp.com/global/Categories/Department-of-Education-and-Child-Development-%28Govt-SA%29/Primary-School-Study-Abroad-Program-Reception-to-Year-7/p/PRG-AU-00177995,9 Month(s),,Primary School,"['january', 'april', 'july', 'october']"
6512,Australia,https://www.idp.com/global/Categories/Flinders-University/Bachelor-of-Arts-Master-of-Teaching-Early-Childhood/p/PRG-AU-00240387,5 Year(s),7.0 IELTS,Dual Degree,['march']
6513,Australia,https://www.idp.com/global/Categories/Flinders-University/Bachelor-of-Education-Secondary-Bachelor-of-Health-Sciences/p/PRG-AU-00240401,4 Year(s),7.0 IELTS,Dual Degree,['march']
6514,Australia,https://www.idp.com/global/Categories/Flinders-University/Bachelor-of-General-Science-Master-of-Teaching-Primary-R-7/p/PRG-AU-00240406,5 Year(s),7.0 IELTS,Dual Degree,['march']
6515,Australia,https://www.idp.com/global/Categories/Fahan-School/Senior-School-Years-11-to-12/p/PRG-AU-00242720,2 Year(s),,Secondary School,"['feb', 'april', 'july', 'october']"
6516,Australia,https://www.idp.com/global/Categories/Murdoch-University/Study-Abroad-Program-1-Semester-Excludes-Veterinary-Science-Not-For-AwardInternal-Specialised-Study-Abroad-Certificate-Fees-Non-Vet-Partner-Pays-Single-Oshc-Student-Pays/p/PRG-AU-00243170,1 Semester(s),6.0 IELTS,Study Abroad,"['feb', 'july']"
6517,Australia,https://www.idp.com/global/Categories/Murdoch-University/Study-Abroad-Program-1-Semester-Excludes-Veterinary-Science-Not-For-AwardInternal-Specialised-Study-Abroad-Certificate-Fees-Non-Vet-Partner-Pays-Single-Oshc-Partner-Pays/p/PRG-AU-00243169,1 Semester(s),6.0 IELTS,Study Abroad,"['feb', 'july']"
6518,Australia,https://www.idp.com/global/Categories/Murdoch-University/Study-Abroad-Program-1-Semester-Excludes-Veterinary-Science-Not-For-AwardInternal-Specialised-Study-Abroad-Certificate-Fees-Non-Vet-Student-Pays-No-Oshc/p/PRG-AU-00243171,1 Semester(s),6.0 IELTS,Study Abroad,"['feb', 'july']"
