,location,course_link,duration,entry_score,course_qualification,intakes
7739,United States,https://www.idp.com/global/Categories/Tufts-University/Doctor-of-Philosophy-in-Economics-and-Public-Policy/p/PRG-US-00261845,6 Semester(s),6.5 IELTS,Ph.D.,['september']
7740,United States,https://www.idp.com/global/Categories/Tufts-University/Doctor-of-Philosophy-in-Mathematics-Computational-and-Applied-Mathematics/p/PRG-US-00261857,12 Semester(s),6.5 IELTS,Ph.D.,['september']
7741,United States,https://www.idp.com/global/Categories/Tufts-University/Doctor-of-Philosophy-in-Mathematics-Probability/p/PRG-US-00261860,12 Semester(s),6.5 IELTS,Ph.D.,['september']
7742,United States,https://www.idp.com/global/Categories/Economics/Mathematics/Doctor-of-Philosophy-in-Mathematics-Dynamical-Systems/p/PRG-US-00261858,12 Semester(s),6.5 IELTS,Ph.D.,['september']
7743,United States,https://www.idp.com/global/Categories/University-of-Central-Missouri/Master-of-Science-in-Human-Development-and-Family-Science/p/PRG-US-00261927,2 Semester(s),6.0 IELTS,Masters Degree,"['january', 'may', 'august']"
7744,United States,https://www.idp.com/global/Categories/University-of-Central-Missouri/Master-of-Science-in-Mathematics-Mathematics/p/PRG-US-00261944,3 Semester(s),6.0 IELTS,Masters Degree,"['january', 'august']"
7745,United States,https://www.idp.com/global/Categories/University-of-New-Hampshire/Bachelor-of-Science-in-Analytical-Economics/p/PRG-US-00262060,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
7746,United States,https://www.idp.com/global/Categories/University-of-New-Hampshire/Bachelor-of-Arts-in-Economics-Public-Policy-and-Sustainability/p/PRG-US-00262057,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'august']"
7747,United States,https://www.idp.com/global/Categories/University-of-Massachusetts---Amherst/Master-of-Science-in-Business-and-Analytics/p/PRG-US-00262299,2 Semester(s),7.0 IELTS,Masters Degree,['august']
7748,United States,https://www.idp.com/global/Categories/Economics/Family-and-Consumer-Sciences/Master-of-Science-in-Human-Development-and-Family-Studies-Child-Development/p/PRG-US-00262384,4 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
7749,United States,https://www.idp.com/global/Categories/University-of-New-Hampshire/Master-of-Science-in-Human-Development-and-Family-Studies-Adolescent-Development/p/PRG-US-00262387,4 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
7750,United States,https://www.idp.com/global/Categories/Economics/Family-and-Consumer-Sciences/Bachelor-of-Science-in-Family-and-Consumer-Sciences-Fashion-Merchandising/p/PRG-US-00263151,8 Semester(s),5.0 IELTS,Bachelor Degree,"['january', 'august']"
7751,United States,https://www.idp.com/global/Categories/University-of-Pittsburgh/Master-of-International-Development-Nongovernmental-Organizations-and-Civil-Society/p/PRG-US-00263214,5 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
7752,United States,https://www.idp.com/global/Categories/University-of-Pittsburgh/Master-of-International-Development-Energy-and-Environment/p/PRG-US-00263217,5 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
7753,United States,https://www.idp.com/global/Categories/University-of-Pittsburgh/Master-of-International-Development-Governance-and-International-Public-Management/p/PRG-US-00263215,5 Semester(s),6.5 IELTS,Masters Degree,"['january', 'august']"
7754,United States,https://www.idp.com/global/Categories/Economics/Family-and-Consumer-Sciences/Bachelor-of-Arts-in-Human-Development-Childhood-Development/p/PRG-US-00263851,8 Semester(s),6.0 IELTS,Bachelor Degree,"['january', 'august']"
