,area of study,course_name,university_name,course_fee,course_link
2462,history,Doctor of Philosophy in History,Tulane University,"USD 170,874",https://www.idp.com/global/Categories/Tulane-University/Doctor-of-Philosophy-in-History/p/PRG-US-00245817
2463,history,Bachelor of Science in Childhood Education (Grades 1-6) - History,Long Island University - C.W. Post,"USD 148,728",https://www.idp.com/global/Categories/Long-Island-University---C-W-Post/Bachelor-of-Science-in-Childhood-Education-Grades-1-6-History/p/PRG-US-00246071
2464,history,Bachelor of Science in Early Childhood Education (Birth to Grade 2) - Hist...,Long Island University - C.W. Post,"USD 148,728",https://www.idp.com/global/Categories/Long-Island-University---C-W-Post/Bachelor-of-Science-in-Early-Childhood-Education-Birth-to-Grade-2-History/p/PRG-US-00246100
2465,history,Bachelor of Arts in Liberal Arts and Sciences in Anthropology - Archaeolog...,University of Illinois - Urbana-Champaign,USD 800,https://www.idp.com/global/Categories/University-of-Illinois---Urbana-Champaign/Bachelor-of-Arts-in-Liberal-Arts-and-Sciences-in-Anthropology-Archaeology/p/PRG-US-00246459
2466,history,Bachelor of Arts in Anthropology - Archaeological Science,University of Utah,"USD 117,855",https://www.idp.com/global/Categories/University-of-Utah/Bachelor-of-Arts-in-Anthropology-Archaeological-Science/p/PRG-US-00247836
2467,history,Master of Arts in History - Asian History,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Arts-in-History-Asian-History/p/PRG-US-00249479
2468,history,Master of Arts in History - Colonialism and Imperialism,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Arts-in-History-Colonialism-and-Imperialism/p/PRG-US-00249480
2469,history,Master of Arts in History - Comparative Gender and Sexuality,University of Utah,"USD 38,946",https://www.idp.com/global/Categories/University-of-Utah/Master-of-Arts-in-History-Comparative-Gender-and-Sexuality/p/PRG-US-00249481
2470,history,Bachelor of Arts in Philosophy - History and Philosophy of Science,University of Dallas,"USD 166,640",https://www.idp.com/global/Categories/University-of-Dallas/Bachelor-of-Arts-in-Philosophy-History-and-Philosophy-of-Science/p/PRG-US-00173864
2471,history,Bachelor of Arts in History - European/Asian/African,Troy University,"USD 62,400",https://www.idp.com/global/Categories/Troy-University/Bachelor-of-Arts-in-History-EuropeanAsianAfrican/p/PRG-US-00175609
2472,history,Bachelor of Arts in Art History (Columbia),University of South Carolina - Shorelight,"USD 140,632",https://www.idp.com/global/Categories/University-of-South-Carolina---Shorelight/Bachelor-of-Arts-in-Art-History-Columbia/p/PRG-US-00176227
