,location,course_link,duration,entry_score,course_qualification,intakes
9500,Australia,https://www.idp.com/global/Categories/La-Trobe-University/Bachelor-of-Business-and-Bachelor-of-Arts/p/PRG-AU-00277879,4 Year(s),6.0 IELTS,Dual Degree,"['march', 'july']"
9501,Australia,https://www.idp.com/global/Categories/La-Trobe-University/Bachelor-of-Commerce-and-Bachelor-of-Biomedicine/p/PRG-AU-00277897,4 Year(s),6.5 IELTS,Dual Degree,"['march', 'july']"
9502,Australia,https://www.idp.com/global/Categories/Academies-Australasia-Polytechnic-Pty-Limited/Bachelor-of-Business-Leadership-and-Management/p/PRG-AU-00289985,3 Year(s),6.0 IELTS,Bachelor Degree,"['march', 'july', 'november']"
9503,Australia,https://www.idp.com/global/Categories/Business/Innovation/Graduate-Diploma-in-Entrepreneurship-and-Innovation/p/PRG-AU-00292653,1 Year(s),6.5 IELTS,Graduate Diploma,['september']
9504,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Master-of-Business-Administration-International-Trade-and-Development/p/PRG-AU-00325504,2 Year(s),6.5 IELTS,Masters Degree (Coursework),"['feb', 'may', 'september']"
9505,Australia,https://www.idp.com/global/Categories/La-Trobe-University/Bachelor-of-Digital-Business/p/PRG-AU-00326233,3 Year(s),6.0 IELTS,Bachelor Degree,"['march', 'july']"
9506,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Master-of-Business-Administration-Emerging-Leaders/p/PRG-AU-00329308,1 Year(s),6.5 IELTS,Masters Degree (Coursework),"['may', 'september']"
9507,Australia,https://www.idp.com/global/Categories/La-Trobe-University/Bachelor-of-Commerce-and-Bachelor-of-Psychological-Science/p/PRG-AU-00331018,4 Year(s),6.5 IELTS,Dual Degree,"['march', 'july']"
9508,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Bachelor-of-Teaching-MiddleBachelor-of-Business-Management/p/PRG-AU-00331093,4 Year(s),7.0 IELTS,Dual Degree,"['feb', 'march']"
9509,Australia,https://www.idp.com/global/Categories/Business/Business-Administration/Adelaide-Graduate-Diploma-in-Business-Administration/p/PRG-AU-00340842,1 Year(s),7.0 IELTS,Graduate Diploma,"['may', 'september']"
9510,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Adelaide-Master-of-Business-Administration/p/PRG-AU-00340843,1 Year(s),7.0 IELTS,Masters Degree (Coursework),"['may', 'september']"
9511,Australia,https://www.idp.com/global/Categories/The-University-of-Adelaide/Graduate-Certificate-in-International-Security/p/PRG-AU-00341405,,6.5 IELTS,Graduate Certificate,"['march', 'july']"
