,location,course_link,duration,entry_score,course_qualification,intakes
8842,United States,https://www.idp.com/global/Categories/Brigham-Young-University---Provo/Master-of-Social-Work/p/PRG-US-00014002,20 Month(s),7.0 IELTS,Masters Degree,['august']
8843,United States,https://www.idp.com/global/Categories/Brigham-Young-University---Provo/Bachelor-of-Arts-in-Classical-Studies-Greek-Emphasis/p/PRG-US-00014163,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'april', 'june', 'august']"
8844,United States,https://www.idp.com/global/Categories/Brigham-Young-University---Provo/Bachelor-of-Arts-in-Classical-Studies-Classical-Civilization/p/PRG-US-00014165,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'april', 'june', 'august']"
8845,United States,https://www.idp.com/global/Categories/Brigham-Young-University---Provo/Bachelor-of-Arts-in-International-Relations/p/PRG-US-00014200,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'april', 'june', 'august']"
8846,United States,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Gender-Studies/Bachelor-of-Arts-in-Latin-American-Studies/p/PRG-US-00014199,8 Semester(s),6.5 IELTS,Bachelor Degree,"['january', 'april', 'june', 'august']"
8847,United States,https://www.idp.com/global/Categories/Palo-Alto-College-%28Alamo-Colleges%29/Field-of-Study-in-Mexican-American-Studies/p/PRG-US-00037384,1 Semester(s),,Foundation for Undergraduate,"['january', 'june', 'august']"
8848,United States,https://www.idp.com/global/Categories/University-of-Dallas/Master-of-Arts-in-Politics/p/PRG-US-00037427,3 Semester(s),7.0 IELTS,Masters Degree,"['january', 'august']"
8849,United States,https://www.idp.com/global/Categories/University-of-Dallas/Master-of-Arts-in-Humanities/p/PRG-US-00037431,4 Semester(s),7.0 IELTS,Masters Degree,"['january', 'august']"
8850,Canada,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Gender-Studies/Bachelor-of-Arts-in-Political-Science-and-Gender-Sexuality-and-Womens-Studies/p/PRG-CA-00210609,4 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'september']"
8851,Canada,https://www.idp.com/global/Categories/Simon-Fraser-University/Bachelor-of-Arts-in-Political-Science-Honours/p/PRG-CA-00210873,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'may', 'september']"
8852,Canada,https://www.idp.com/global/Categories/Simon-Fraser-University/Bachelor-of-Arts-in-Sociology-and-Communication/p/PRG-CA-00210892,4 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'september']"
8853,Canada,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Sociology/Bachelor-of-Arts-in-Anthropology-and-Sociology/p/PRG-CA-00210888,4 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'may', 'september']"
8854,Canada,https://www.idp.com/global/Categories/Simon-Fraser-University/Bachelor-of-Arts-in-Sociology-and-Anthropology-Joint-Honours/p/PRG-CA-00210894,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'may', 'september']"
8855,Canada,https://www.idp.com/global/Categories/St-Francis-Xavier-University/Bachelor-of-Arts-in-Anthropology-Advanced-Major/p/PRG-CA-00212743,4 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'june', 'september']"
8856,Canada,https://www.idp.com/global/Categories/St-Francis-Xavier-University/Bachelor-of-Arts-in-Anthropology-Joint-Major/p/PRG-CA-00212745,4 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'june', 'september']"
8857,Canada,https://www.idp.com/global/Categories/Lakehead-University/Bachelor-of-Arts-in-Philosophy-and-Political-Science-Honours/p/PRG-CA-00216965,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8858,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Canadian-Studies-General/p/PRG-CA-00217306,3 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
8859,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Canadian-Studies-Combined-Honours/p/PRG-CA-00217307,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8860,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Criminology-and-Criminal-Justice-Sociology-Honours/p/PRG-CA-00217318,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8861,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-African-Studies-Combined-Honours/p/PRG-CA-00217328,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8862,Canada,https://www.idp.com/global/Categories/Political-and-Social-Sciences/Anthropology/Bachelor-of-Arts-in-Anthropology-Honours/p/PRG-CA-00217329,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8863,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Anthropology-Combined-Honours/p/PRG-CA-00217330,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8864,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-European-and-Russian-Studies-Combined-Honours/p/PRG-CA-00217352,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
8865,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Human-Rights-and-Social-Justice-General/p/PRG-CA-00217388,3 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
8866,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Political-Science-General/p/PRG-CA-00217452,3 Year(s),6.5 IELTS,Bachelor Degree,"['january', 'september']"
8867,Canada,https://www.idp.com/global/Categories/Carleton-University/Bachelor-of-Arts-in-Political-Science-Comparative-Politics-and-Area-Studies-Global-North-Honours/p/PRG-CA-00217460,4 Year(s),6.5 IELTS,Bachelor Degree with Honours,"['january', 'september']"
