,area of study,course_name,university_name,course_fee,course_link
2259,chemistry,BSc (Hons) Biomaterials for Biomedical Sciences,Queen Mary University of London,"GBP 67,500",https://www.idp.com/global/Categories/Queen-Mary-University-of-London/BSc-Hons-Biomaterials-for-Biomedical-Sciences/p/PRG-UK-00231520
2260,chemistry,MSci (Hons) Biomaterials for Biomedical Sciences,Queen Mary University of London,"GBP 90,000",https://www.idp.com/global/Categories/Queen-Mary-University-of-London/MSci-Hons-Biomaterials-for-Biomedical-Sciences/p/PRG-UK-00231523
2261,chemistry,B.Eng (Hons) Chemical Engineering - Lancaster university,Study Group UK,"GBP 61,500",https://www.idp.com/global/Categories/Study-Group-UK/BEng-Hons-Chemical-Engineering-Lancaster-university/p/PRG-UK-00251245
2262,chemistry,MEng (Hons) Chemical Engineering with Nuclear Technology - University of S...,Study Group UK,"GBP 90,400",https://www.idp.com/global/Categories/Study-Group-UK/MEng-Hons-Chemical-Engineering-with-Nuclear-Technology-University-of-Sheffield/p/PRG-UK-00285978
2263,chemistry,MRes Analytical Chemistry,Sheffield Hallam University,"GBP 13,905",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/MRes-Analytical-Chemistry/p/PRG-UK-00305942
2264,chemistry,Chemical Engineering BEng (Hons) - University of Huddersfield,Study Group UK,"GBP 45,000",https://www.idp.com/global/Categories/Study-Group-UK/Chemical-Engineering-BEng-Hons-University-of-Huddersfield/p/PRG-UK-00298897
2265,chemistry,PhD Chemistry - Chemical Synthesis,Lancaster University,"GBP 66,750",https://www.idp.com/global/Categories/Lancaster-University/PhD-Chemistry-Chemical-Synthesis/p/PRG-UK-00314033
2266,chemistry,BSc (Hons) Biomaterials for Biomedical Sciences with Year Abroad,Queen Mary University of London,"GBP 90,000",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/BSc-Hons-Biomaterials-for-Biomedical-Sciences-with-Year-Abroad/p/PRG-UK-00335124
2267,chemistry,BSc (Honours) Chemical Sciences with Foundation,Queen Mary University of London,"GBP 75,000",https://www.idp.com/global/Categories/Chemistry/Chemical-Sciences/BSc-Honours-Chemical-Sciences-with-Foundation/p/PRG-UK-00335139
2268,chemistry,Bachelors of Engineering (Honours)/Commerce - Chemical Engineering,The University of Queensland,"AUD 245,960",https://www.idp.com/global/Categories/The-University-of-Queensland/Bachelors-of-Engineering-HonoursCommerce-Chemical-Engineering/p/PRG-AU-00114862
